zone_name,variable,month,mean,min,max
3. Southwest Hot-Dry Zone (Drought or Saline),wet_bulb,12,17.192821661735184,16.708768652526416,17.896617019404147
4. Coastal Humid Heat Zone (Coastal Belt),cdd,1,1.7358015184602438,0.4724930764808235,3.819292920560862
4. Coastal Humid Heat Zone (Coastal Belt),cdd,2,4.720817738723687,3.5611198897604517,5.722593956140427
4. Coastal Humid Heat Zone (Coastal Belt),cdd,3,8.768343618660717,7.7717636352545725,9.301312142636053
4. Coastal Humid Heat Zone (Coastal Belt),cdd,4,12.315546952872007,11.69507513696494,12.833972892500412
4. Coastal Humid Heat Zone (Coastal Belt),cdd,5,12.12589756444427,11.60349915254019,12.59470912291344
4. Coastal Humid Heat Zone (Coastal Belt),cdd,6,11.952735522289982,11.027325628921716,12.574416265809939
4. Coastal Humid Heat Zone (Coastal Belt),cdd,7,11.650361531414772,10.58579694996885,11.975130949160027
4. Coastal Humid Heat Zone (Coastal Belt),cdd,8,11.237602287458884,10.259512051615673,11.513913599710325
4. Coastal Humid Heat Zone (Coastal Belt),cdd,9,11.594330516261724,10.986700496644861,11.78224567887127
